V1,StartDate,EndDate,_v1,RecordedDate,ResponseId,qmetadata_Browser,qmetadata_Version,_v2,qmetadata_Resolution,follow,reg1,votemail1a,votemail1b,votecount,votemail2,voterid1,voterid2,turnout16a,turnout16a1,turnout16b,vote16,hopeful,afraid,outraged,angry,happy,worried,proud,irritated,nervous,meeting,moneyorg,protest,online,persuade,button,moneycand,argument,particip_none,talk1,talk2,talk3,fttrump1,ftobama1,ftbiden1,ftwarren1,ftsanders1,ftbuttigieg1,ftharris1,ftklobuchar1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1,ftblack,ftwhite,fthisp,ftasian,ftillegal,ftfeminists,ftmetoo,fttransppl,ftsocialists,ftcapitalists,ftbigbusiness,ftlaborunions,ftrepublicanparty,ftdemocraticparty,primaryvote,vote20jb,vote20bs,cvote2020,apppres7,frnpres7,immpres7,econpres7,covidpres7,healthcarepres7,check,dtleader1,dtleader2,dtcares,dtdignif,dthonest,dtauth,dtdiv,dtknow,jbleader1,jbleader2,jbcares,jbdignif,jbhonest,jbauth,jbdiv,jbknow,bsleader1,bsleader2,bscares,bsdignif,bshonest,bsauth,bsdiv,bsknow,econnow,finworry,confecon,taxecon,billtax1,billtax2,richpoor2,guarinc1,guarinc2,lcself,lcd,lcr,freemkt1a,freemkt1b,freemkt2,freemkt3,govsize1a,govsize1b,govsize2,govsize3,regulate1,regulate2,ineqinc1a,strpres1a,strpres1b,mutual,leastgrp,tol_rally,tol_pres,tol_teach,antirelig1,antirelig2,racist1,racist2,immignum,wall7,pathway,return,open,affact,hlthcare1,hlthcare2,covid1,covid2,covid_elect,abort1,abort_imp,abort2,gayadopt,transmilit1a,transmilit1b,harass,freecol1,freecol2,loans1,loans2,diversity7,experts,science,exphelp,excessive,compro1,compro2,pcorrect,selfcensor,childrear1,childrear2,childrear3,childrear4,rural2,rural3,rural4,mis_covid1,conf_covid1,mis_covid2,conf_covid2,impeach1,impeach2,pid1r,pid2r,pidstr,pidlean,pidstr1,pidstr2,pidstr3,rr1,rr2,rr3,rr4,health1,relig1,relig1_11_TEXT,relig2a,relig2b,att1,att2,att3,fundmt1,fundmt2,socmed_1,socmed_2,socmed_3,socmed_4,socmed_5,socmed_6,socmed_7,socmed_8,socmed_9,facebook1,twitter1,impact1,impact2,impact3,impact4,impact5,impact6,impact7,impact8,impact9,ethnic1,ethnic2,ethnic3,latin1,race1a_1,race1a_2,race1a_3,race1a_4,race1a_5,race1b_1,race1b_2,race1b_3,race1b_4,race1b_5,groupid1a_lat,groupid2a_lat,groupid3a_lat,groupid1a_whi,groupid1a_bla,groupid1a_nat,groupid1a_asi,groupid1a_hpi,groupid2a_whi,groupid2a_bla,groupid2a_nat,groupid2a_asi,groupid2a_hpi,groupid3a_whi,groupid3a_bla,groupid3a_nat,groupid3a_asi,groupid3a_hpi,groupid1b_lat,groupid2b_lat,groupid3b_lat,groupid1b_whi,groupid1b_bla,groupid1b_nat,groupid1b_asi,groupid1b_hpi,groupid2b_whi,groupid2b_bla,groupid2b_nat,groupid2b_asi,groupid2b_hpi,groupid3b_whi,groupid3b_bla,groupid3b_nat,groupid3b_asi,groupid3b_hpi,whitejob,femid1a,femid1b,femid2_fem,femid2_anti,femid2_nei,knowtran1,knowtran2_1,knowtran2_2,knowtran2_3,knowtran2_4,knowtran2_5,knowtran2_6,knowgay1,knowgay2_1,knowgay2_2,knowgay2_3,knowgay2_4,knowgay2_5,knowgay2_6,stress1,stress2,stress3,stress4,depress1,depress2,depress3,depress4,depress5,callout1,speech1,forgive1a,forgive1b,callout2,speech2,forgive2a,forgive2b,divmoral,forgive3,moralsup1,duepro3,moralcert3,forgive5,intelsup1,moralcert1,duepro4,moralcert6,forgive4,moralcert2,duepro1,callout3a,callout3b,moralsup2,duepro2,intelsup2,duepro5,moralcert4,forgive6,moralcert5,link_bla,link_his,link_asi,link_whi,link_hpi,link_nat,selfmon1,selfmon2,selfmon3,selfmon4,selfmon5,selfmon6,inc_anes,inc_cps,inc_cpsmod,home_anes,home_cps,viol3_dems,viol3_reps,viol3_both,viol1,viol2a,viol2b,exptravel_ever,exphomesch,expconvert,expholiday,expshark,exparrest,exppubasst,expfight,expavoid,callout_social,callout_person,expknowimmig,expbuyus,expretire,expknowpris,birthyr,sex,educ,state,children,marital1,marital2,citizen1,citizen2,geer1896,admit,mauga,pk_cjus,pk_germ,pk_sen,pk_spend,whites_1,whites_2,whites_3,whites_4,whites_5,whites_6,whites_7,blacks_1,blacks_2,blacks_3,blacks_4,blacks_5,blacks_6,blacks_7,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,asians_1,asians_2,asians_3,asians_4,asians_5,asians_6,asians_7,survexp1,survexp2,dejavu,serious,form,INSTRUCTION_GROUP,FEEDBACK_GROUP,XGOVT,XFORGIVE,XCONTACT,RAND_INC,surv_comp,USIPAddress,age,home_ownership,income,vote20turnoutjb,particip_count,pk_mauga_correct,pk_germ_correct,pk_cjus_correct,pk_sen_correct,pk_spend_correct,pk_cjus_correctb,pk_index,pidstr1_dr,pidstr1_ind,pidstr2_dr,pidstr2_ind,pidstr3_dr,pidstr3_ind,pid7,pid7str,hispanic,hispanic_white,nonhispanic_white,hispanicr,race1_white,race1_black,race1_namer,race1_asian,race1_hpi,rr_scale,white,black,namer,asian,hpi,mixed,race7,vidx,vidknow
1174,"4/10/2020 20:35","4/10/2020 21:29",3228,"4/10/2020 21:29","R_3HZAmYETYunOcO9","Safari","13.0.5","Macintosh","768x1024",1,1,1,77,4,1,3,7,1,6,7,2,1,5,5,5,1,5,1,5,5,0,1,0,0,0,0,0,0,0,5,2,4,0,100,80,75,10,70,90,85,0,40,90,0,35,0,0,99,95,95,95,95,70,100,95,100,50,60,10,90,0,100,1,2,2,1,7,7,7,6,7,77,5,5,77,5,5,5,5,1,5,2,77,1,2,2,1,5,2,3,77,3,4,3,3,3,2,5,5,5,7,2,77,2,4,77,1,2,7,1,1,77,77,2,1,77,77,3,77,3,3,77,1,2,4,1,7,1,1,1,2,3,7,1,4,2,1,2,5,4,1,2,4,1,7,1,1,77,3,4,77,6,77,1,4,5,3,4,1,1,2,1,1,1,2,1,5,1,4,2,5,2,5,1,7,2,66,1,6,1,4,4,5,1,1,5,3,12,"",2,7,2,6,6,6,6,0,1,1,0,1,1,0,1,0,66,1,4,2,2,4,4,3,1,4,4,"White European descent","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,2,6,6,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,3,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,3,3,66,5,2,1,66,2,4,5,3,5,4,2,2,4,3,3,1,4,1,6,2,5,5,2,4,1,2,2,7,7,7,7,7,7,7,7,7,7,7,7,13,66,66,2,7,6,4,6,4,1,7,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1951,2,3,5,0,5,2,1,7,1950,5,"prime minister","supreme court","german chancellor",6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,30,20,0,5,1,2,1,1,2,0,1,1,1,68,2,13,1,1,0,1,.5,1,0,1,.75,1,6,4,6,4,6,7,3,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2050,"4/16/2020 17:49","4/16/2020 18:59",4169,"4/16/2020 18:59","R_1pyTHnNTrKufbwN","Chrome","75.0.3770.143","Android 9","320x694",2,2,2,77,4,2,1,1,3,1,7,2,5,4,4,2,1,3,1,4,4,0,0,0,0,0,0,0,0,1,4,4,1,1,90,80,50,40,70,25,10,0,4,50,50,0,10,5,10,85,80,50,20,50,75,20,80,50,0,5,50,5,80,3,2,2,1,7,4,5,4,6,77,3,5,77,5,4,5,4,4,5,2,77,1,3,2,2,1,2,3,77,1,3,2,3,1,2,3,4,4,3,3,77,2,2,77,4,2,6,1,2,77,77,2,2,77,77,2,77,1,6,77,1,9,7,3,7,2,2,1,2,4,7,2,1,3,4,6,3,2,2,4,4,4,4,2,1,77,1,4,77,3,77,3,3,3,3,3,2,2,3,2,2,2,2,2,3,4,4,1,3,2,2,1,1,2,66,1,6,5,4,4,1,2,2,2,2,12,"",3,7,1,4,6,6,6,1,1,0,0,1,1,0,0,0,2,7,6,3,3,4,4,4,3,5,4,"Black","777. NA: Form 1",999,2,0,1,0,0,0,7,7,7,7,7,6,6,6,6,4,6,6,6,6,3,6,6,6,6,2,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,7,6,6,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7,7,7,7,7,7,7,7,7,5,4,4,66,4,2,3,66,1,1,1,3,1,3,3,1,3,4,4,3,1,3,6,3,4,3,3,4,2,5,7,7,7,7,7,7,7,7,7,7,7,7,66,66,3,1,7,6,4,6,3,1,7,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1953,1,2,13,0,5,2,1,7,1975,6,"don't know at this moment","don't know what this","i don't know my man is blank",2,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,12,4,3,4,1,2,0,1,1,1,3,1,1,66,1,3,1,0,0,0,0,0,1,0,.25,5,6,4,6,4,6,7,3,0,0,0,9,0,1,0,0,0,9,0,1,0,0,0,0,2,3,0
1611,"4/13/2020 17:49","4/13/2020 18:31",2563,"4/13/2020 18:31","R_3fWc87BsmGIbdRX","Chrome","75.0.3770.143","Android 8.1.0","800x1280",4,1,4,77,3,3,3,7,1,6,7,2,2,3,1,2,3,3,1,1,3,0,0,0,0,0,0,0,0,1,0,4,4,90,85,75,75,20,0,0,0,90,50,0,999,999,999,999,50,85,85,85,85,85,85,999,999,999,999,50,65,999,999,3,1,1,5,2,3,3,2,1,77,5,2,77,5,5,5,5,5,2,2,77,4,2,4,4,4,2,5,77,5,5,5,5,5,5,5,2,5,4,1,77,3,4,77,4,3,5,1,2,77,77,2,2,77,77,4,77,4,3,77,1,2,5,7,7,2,2,2,2,4,4,2,4,4,4,4,3,4,1,4,1,1,7,4,2,77,2,3,77,1,77,2,3,2,3,2,1,3,4,3,2,2,1,1,4,4,4,1,4,2,2,7,1,2,66,2,6,5,1,1,1,4,4,2,3,11,"Christian born again",6,7,1,2,6,2,6,1,0,0,0,1,0,0,0,0,1,66,7,2,3,4,5,5,3,5,5,"Italian, little Irish, Polish fr. Marriage and Jewish","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,4,6,6,6,6,3,6,6,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,7,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,5,4,66,4,4,2,66,5,4,4,1,2,3,3,1,1,1,4,3,2,4,6,2,1,4,1,1,2,4,2,7,7,7,7,7,7,7,7,7,7,7,7,66,3,66,1,7,6,3,6,1,1,7,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1950,2,2,43,0,3,2,1,7,1985,6,"head of italy","no,idea","senator",4,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,25,15,0,5,1,1,0,1,2,0,2,1,1,69,1,3,1,0,0,0,0,0,0,0,0,5,6,1,6,1,6,6,2,0,0,1,9,1,0,0,0,0,13,1,0,0,0,0,0,1,0,0
100,"4/13/2020 23:25","4/13/2020 23:45",1207,"4/13/2020 23:45","R_3J30lTYwPNZHSeB","Chrome","75.0.3770.143","Android 10","412x869",3,1,1,77,3,3,3,7,1,6,7,1,3,4,3,2,4,4,3,3,4,0,0,0,0,0,0,0,0,1,2,4,4,0,98,79,0,78,78,0,0,45,45,0,56,0,57,0,56,88,88,88,88,0,90,90,88,30,88,0,0,78,78,2,2,2,2,7,7,4,4,4,77,5,5,77,5,5,5,5,5,5,2,77,2,2,2,2,2,2,3,77,3,3,2,2,3,2,5,5,5,7,2,77,1,4,77,4,4,4,1,2,77,77,2,2,77,77,3,77,1,2,77,1,7,7,1,7,2,2,2,2,7,1,5,1,5,7,4,3,3,2,4,4,1,7,7,1,77,3,4,77,4,77,4,1,3,3,5,2,5,1,1,1,1,2,1,4,4,4,2,1,2,5,4,4,1,66,2,6,3,3,3,5,1,2,4,3,1,"",6,7,1,1,1,2,6,0,0,0,0,1,0,1,0,0,66,66,4,3,3,3,3,5,4,4,3,"Hispanic","777. NA: Form 1",999,1,1,0,0,0,0,7,7,7,7,7,4,2,2,4,6,6,6,6,4,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,7,3,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,2,3,66,4,2,3,66,2,5,2,5,3,2,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,66,66,7,1,7,1,6,6,2,1,7,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1961,2,4,5,4,1,6,1,7,1975,5,"none","dont know","none",2,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,24,3,5,1,1,1,2,2,0,3,3,1,58,1,7,1,0,0,0,0,0,0,0,0,3,6,3,6,3,6,2,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0
3006,"4/14/2020 13:20","4/14/2020 14:48",5311,"4/14/2020 14:48","R_3J7PmwGrqt0IlEq","Safari iPad","12.1.2","iPad","768x1024",1,1,1,77,3,2,1,3,1,6,7,2,1,3,4,4,1,4,1,5,4,0,0,0,0,1,1,0,1,0,6,6,2,0,89,80,90,89,78,65,65,0,75,90,15,80,2,0,99,100,100,100,100,80,100,100,100,100,100,30,75,0,90,1,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,1,5,1,77,2,2,2,2,3,2,2,77,1,3,1,1,2,2,4,4,4,7,2,77,1,3,77,2,2,7,1,2,77,77,2,2,77,77,2,77,2,6,77,1,5,5,1,7,1,1,1,2,2,7,1,5,1,3,2,5,2,2,3,4,2,7,1,1,77,5,3,77,3,77,1,5,5,5,4,1,2,2,3,2,1,2,1,4,3,4,2,5,2,5,1,7,2,66,1,6,2,2,3,5,1,2,5,3,1,"",6,7,2,6,6,2,6,1,0,0,0,1,0,0,0,0,2,66,4,3,3,3,3,5,2,4,5,"European American","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,4,6,6,6,6,1,6,6,6,6,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,6,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,7,7,7,7,7,7,7,7,7,2,4,66,3,2,2,66,2,3,3,3,5,5,2,3,4,2,3,1,3,4,6,3,3,4,2,3,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,8,66,66,1,7,6,4,6,5,1,7,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1963,1,3,40,0,1,6,1,7,1957,6,"governor of guam","chief justice of the supreme court","chancellor of germany",6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,10,10,0,5,1,2,0,2,2,0,1,2,1,56,1,8,1,3,0,1,1,1,0,1,.75,2,6,2,6,3,6,7,3,0,0,1,9,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2813,"4/10/2020 19:52","4/10/2020 20:39",2820,"4/10/2020 20:39","R_2aleErU2J1YQvbQ","Safari iPhone","13.0.5","iPhone","375x667",2,1,4,77,3,3,1,3,1,6,7,1,2,3,2,2,3,3,3,2,3,0,0,0,0,0,0,0,0,1,0,4,4,60,60,60,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,0,0,40,50,50,50,40,40,50,0,3,3,3,3,3,3,3,3,3,77,5,5,77,4,4,5,4,4,4,4,77,4,4,5,5,4,4,5,77,5,5,5,5,5,5,5,5,5,4,4,77,2,7,77,4,4,4,1,2,77,77,2,2,77,77,3,77,3,3,77,1,1,4,5,5,1,2,2,2,7,1,4,2,5,6,2,2,3,2,2,4,2,6,2,1,77,2,6,77,6,77,3,3,2,3,3,1,2,2,1,2,2,2,1,5,6,5,1,3,2,3,7,1,3,66,6,3,5,3,1,3,3,3,3,3,12,"",3,7,1,4,6,6,6,0,0,0,0,0,0,0,0,1,66,66,4,5,5,5,5,5,4,5,5,"999. Missing","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,3,6,6,6,6,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,7,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,4,4,66,5,3,4,66,3,3,2,1,3,1,3,3,3,1,1,3,3,4,6,4,1,4,1,2,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,66,9,66,3,7,6,6,4,5,1,7,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1959,2,2,38,0,1,6,1,7,1900,6,"governor","don’t know","don’t know",4,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,4,4,0,5,1,0,0,1,2,1,2,2,1,60,2,9,1,0,0,0,0,0,0,0,0,6,5,6,3,6,1,4,0,0,0,1,9,1,0,0,0,0,8,1,0,0,0,0,0,1,0,0
2678,"4/14/2020 10:27","4/14/2020 11:06",2302,"4/14/2020 11:06","R_3gMf5Mh9eTPa0Lf","Chrome","80.0.3987.163","Macintosh","1280x800",2,1,2,77,4,2,1,1,1,6,7,2,3,1,1,1,3,2,2,4,1,0,0,0,0,0,0,0,1,0,2,7,5,0,95,95,90,85,85,75,85,0,60,80,60,60,50,60,100,90,90,90,90,90,90,90,90,90,90,70,70,0,80,1,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,1,5,2,77,2,2,2,2,4,2,2,77,2,2,2,2,3,2,5,3,4,4,1,77,1,4,77,4,2,7,1,2,77,77,1,2,77,77,3,77,1,7,77,1,2,4,3,7,1,1,1,1,3,7,1,4,3,4,3,1,5,2,3,2,3,4,1,1,77,5,6,77,6,77,4,4,4,4,2,1,2,1,1,1,1,2,1,6,6,6,2,5,2,5,1,7,3,66,6,2,2,2,2,2,2,2,4,2,2,"",6,7,1,1,1,2,6,1,0,1,0,1,0,0,0,0,4,66,7,2,5,3,3,5,5,5,5,"European","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,5,6,6,6,6,1,6,6,6,6,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,7,6,6,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,5,2,6,66,3,3,1,66,5,1,1,5,4,5,1,4,2,3,2,4,4,1,6,1,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,66,66,3,7,6,1,6,5,1,7,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1946,2,3,13,0,3,2,1,7,1950,6,"don't know","don't know","supreme court judge",6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,100,50,0,5,1,1,0,2,1,2,1,2,1,73,2,7,1,1,0,0,0,1,0,0,.25,6,2,6,2,6,2,5,1,0,0,1,9,1,0,0,0,0,6,1,0,0,0,0,0,1,3,0
1303,"4/11/2020 18:06","4/11/2020 18:29",1394,"4/11/2020 18:29","R_Uxvn1hCkZsFv985","Safari iPhone","13.0.5","iPhone","414x896",1,1,2,77,3,2,1,1,2,6,7,4,2,4,3,3,2,4,1,4,5,0,0,0,0,0,0,1,0,0,0,6,3,0,55,45,85,98,15,65,75,0,70,70,1,95,50,50,75,100,75,100,100,100,100,100,100,95,5,0,80,0,70,1,2,2,1,7,7,7,7,7,77,5,5,77,5,5,5,5,2,5,3,77,3,4,2,3,4,3,1,77,1,2,1,1,4,1,4,3,3,4,1,77,1,1,77,1,3,7,1,1,77,77,2,1,77,77,2,77,1,6,77,2,2,6,1,7,1,2,2,2,4,7,1,5,1,4,1,3,3,4,3,4,1,7,1,1,77,3,2,77,1,77,1,5,5,4,4,2,3,2,1,1,1,2,1,2,1,4,2,4,2,4,1,7,2,66,1,6,3,3,3,5,1,1,5,3,9,"",6,7,2,6,6,6,6,1,1,1,1,1,1,1,0,0,2,2,4,3,4,4,4,5,3,3,5,"Irish or British","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,3,6,6,6,6,2,6,6,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,6,6,1,1,0,0,0,0,0,1,1,1,0,0,0,0,7,7,7,7,7,7,7,7,7,3,5,4,66,2,3,4,66,1,2,4,3,2,2,2,4,4,3,2,2,4,2,6,5,4,3,2,3,2,2,7,7,7,7,7,7,7,7,7,7,7,7,5,66,66,4,7,6,1,6,5,1,7,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2000,2,3,25,0,5,2,1,7,1995,6,"governor of alaska","supreme court official","chancellor of germany",6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,0,0,5,1,2,0,2,1,0,1,1,1,19,3,5,1,1,0,1,.5,1,0,1,.75,3,6,3,6,3,6,7,3,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0
1917,"4/15/2020 16:56","4/15/2020 17:25",1722,"4/15/2020 17:25","R_DBtUfO7jCtY99Pr","Chrome","81.0.4044.92","Windows NT 10.0","1920x1080",1,1,1,77,3,4,1,1,1,6,7,1,3,3,3,2,2,3,2,4,3,0,0,0,0,0,0,0,0,1,3,4,5,70,30,50,60,65,70,20,50,80,50,20,80,10,50,50,60,60,75,75,70,50,20,50,0,40,20,75,70,50,50,2,1,1,2,3,4,2,2,3,77,5,3,77,4,3,4,4,3,2,4,77,4,3,4,3,4,2,3,77,4,4,4,3,4,2,4,2,5,4,3,77,3,3,77,4,3,3,1,2,77,77,2,2,77,77,2,77,4,1,77,1,6,6,7,5,2,2,2,2,6,1,3,1,4,4,3,4,1,1,3,2,4,4,6,2,77,2,4,77,7,77,4,3,2,2,3,2,3,4,3,2,2,1,2,4,4,4,1,2,2,3,4,3,1,66,2,6,4,3,1,1,3,4,1,2,12,"",3,7,2,6,6,6,6,1,1,1,0,1,0,0,0,0,1,2,5,2,3,4,4,5,3,5,5,"none","777. NA: Form 1",999,1,1,0,0,0,0,7,7,7,7,7,3,3,2,4,6,6,6,6,3,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,7,6,6,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,4,4,5,66,4,3,2,66,4,2,1,4,3,5,4,1,3,2,1,3,1,1,6,3,2,2,3,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,66,66,7,2,7,2,6,6,5,1,7,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1965,2,2,18,1,1,6,1,7,1896,6,"politician","chief justice","politician",6,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,5,5,0,5,1,2,0,1,1,0,3,1,1,54,2,7,1,0,0,0,1,1,0,1,.5,4,6,3,6,1,6,2,2,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,5,3,1
1205,"4/11/2020 14:45","4/11/2020 15:09",1443,"4/11/2020 15:09","R_3dQHvKZuo7b2pga","Chrome","80.0.3987.162","Android 8.1.0","360x640",1,1,3,77,4,3,2,7,1,6,7,1,3,2,1,1,4,2,4,2,2,0,0,0,0,0,0,0,0,1,3,2,5,50,50,60,50,60,40,30,50,70,50,10,50,50,50,70,70,65,85,75,95,50,70,60,80,50,50,70,90,70,80,2,2,1,1,3,3,2,3,5,77,5,5,77,2,4,4,4,3,4,3,77,3,3,3,3,3,3,4,77,4,4,4,4,4,4,4,2,3,3,1,77,1,3,77,5,3,2,1,2,77,77,2,2,77,77,3,77,1,1,77,1,5,5,5,7,1,1,2,2,7,1,2,5,5,6,1,1,4,3,3,1,1,1,2,1,77,3,1,77,3,77,5,3,2,4,3,1,2,1,4,2,2,2,2,4,4,4,1,2,2,4,6,2,2,66,1,6,2,2,3,1,4,5,1,2,2,"",6,7,2,6,6,2,6,1,0,0,0,1,0,0,0,0,1,66,2,3,2,5,4,5,4,5,5,"English","777. NA: Form 1",999,2,1,0,0,0,0,7,7,7,7,7,6,6,6,5,6,6,6,6,2,6,6,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,7,6,6,5,2,0,0,0,0,0,0,1,1,1,0,0,0,0,7,7,7,7,7,7,7,7,7,2,3,66,5,1,2,66,5,5,2,1,5,5,3,1,1,1,1,4,5,4,6,4,3,5,1,2,1,3,1,7,7,7,7,7,7,7,7,7,7,7,7,9,66,66,3,7,6,1,6,5,1,7,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1951,2,6,17,3,3,2,1,7,1981,6,"do not know","do not know","do not know",6,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,10,6,0,5,1,2,0,1,2,2,1,1,1,68,2,9,1,0,0,0,0,1,1,0,.5,2,6,2,6,3,6,7,3,0,0,1,9,1,0,0,0,0,15,1,0,0,0,0,0,1,1,0
